"","R2gainPvalue","R2losePvalue","AshiftPvalue","phasePvalue","intshiftPvalue"
"CX3CR1",0.643798920642388,0.356201079357612,0.0149359049747148,0.979536634129131,0.0033713591281509
"ZNF81",0.643962261685418,0.356037738314582,0.580664340690214,0.624400538372078,0.617703555607825
"C1orf50",0.644001463535746,0.355998536464254,0.832497027193017,0.307211833731885,0.421733505821475
"TMEM199",0.64402759810263,0.35597240189737,0.924908855697989,0.737125458988331,0.827570661335215
"SETD3",0.644066799952958,0.355933200047042,0.942000862440707,0.993152743476159,0.942249140826114
"EAPP",0.64413213637017,0.35586786362983,0.971663595855058,0.947495655128255,0.625609262090504
"USP40",0.644177871862219,0.355822128137781,0.878003841781332,0.660093823095117,0.097723679224326
"PARP9",0.644275876488037,0.355724123511963,0.907751512538058,0.959961843532348,0.868353652959086
"FAM168A",0.644282410129758,0.355717589870242,0.958831523514577,0.888634076861761,0.921883779581063
"DLST",0.644517621231722,0.355482378768278,0.912978425915037,0.649927476576894,0.480235733793302
"UTP3",0.644635226782704,0.355364773217296,0.607876958459106,0.689658551883649,0.578161955910986
"GPRIN1",0.644680962274753,0.355319037725247,0.862675918303344,0.765540266833928,0.721987011120258
"POLD2",0.644707096841638,0.355292903158362,0.447606727037516,0.946482940661466,0.338351170175232
"RPS6KC1",0.644726697766801,0.355273302233199,0.939393939393939,0.984345394435951,0.644857370601226
"NUDT15",0.644863904242947,0.355136095757053,0.953728749330302,0.763456035124858,0.282005043971409
"EFEMP1",0.645001110719093,0.354998889280907,0.646445045539483,0.251257726031335,0.291714035569146
"RAB5A",0.645007644360814,0.354992355639186,0.479713042455604,0.90140081278503,0.923327714401453
"ZNF548",0.645020711644256,0.354979288355744,0.80937446914161,0.764599422426072,0.583519542122388
"TFDP2",0.645112182628353,0.354887817371647,0.626458635514263,0.427143361166647,0.841604923752401
"GK5",0.645170985403844,0.354829014596156,0.95821082755106,0.822781501953559,0.128203117853829
"ZNF260",0.645223254537614,0.354776745462386,0.402269787133953,0.469873378023443,0.600036588393639
"GEMIN8",0.645268990029663,0.354731009970337,0.577110039593869,0.448874253531433,0.623668770499301
"MFAP3",0.645353927372039,0.354646072627961,0.808087341722529,0.7652854548068,0.652488664131614
"HEATR5B",0.645425797430972,0.354574202569028,0.66845035085656,0.397670103362212,0.949788963372404
"DCLRE1A",0.645458465639578,0.354541534360422,0.832647300952605,0.615057430710729,0.716838501443935
"BACE2",0.645491133848184,0.354508866151816,0.446783488180642,0.858363714767337,0.548277078678114
"BTN2A2",0.64557607119056,0.35442392880944,0.57316371999425,0.618775072850105,0.508167052151528
"CRHR1",0.645772080442197,0.354227919557803,0.626680779332784,0.876736315287415,0.764952239079018
"ZBED5.AS1",0.645850484142852,0.354149515857148,0.83390176016308,0.175787630509493,0.67267108340847
"FRMD6",0.645902753276621,0.354097246723379,0.918094267382754,0.60511976165275,0.401492283769127
"FCHSD2",0.64600075790244,0.35399924209756,0.658225201562847,0.960497602153488,0.897937982672782
"PPM1F",0.646157565303749,0.353842434696251,0.622081095561044,0.79387667097887,0.705496099415892
"PRKCG",0.646177166228913,0.353822833771087,0.554131221660329,0.934598246370562,0.332392488925477
"GPR155",0.646294771779895,0.353705228220105,0.679988762136239,0.322742300103232,0.392162243391221
"ICA1",0.646314372705058,0.353685627294942,0.900446901093732,0.729566035516876,0.681498033373842
"ESAM",0.646333973630222,0.353666026369778,0.369346766500712,0.890672573078783,0.0799848419512068
"NAIP",0.646373175480549,0.353626824519451,0.655794686842552,0.71440798672364,0.152227318462765
"LY6H",0.64637970912227,0.353620290877729,0.341748663870268,0.474316254393874,0.711689991767611
"PRTG",0.646418910972598,0.353581089027402,0.850556012910476,0.855854796346388,0.409182380075006
"ARMCX5.GPRASP2.GPRASP2",0.646523449240137,0.353476550759863,0.784448625975146,0.851719001136854,0.62515844081174
"UBR4",0.646549583807022,0.353450416192978,0.767225946398003,0.843440877076065,0.134547283965136
"TM9SF1",0.646575718373907,0.353424281626093,0.700295320605799,0.531603225005554,0.969448691311563
"SLAIN2",0.646608386582513,0.353391613417487,0.496615573588407,0.557626719981183,0.666019836136266
"HIPK3",0.646863198609641,0.353136801390359,0.844074640323023,0.825074810197708,0.642439923164373
"TMEM161B.AS1",0.646895866818247,0.353104133181753,0.34346701164295,0.540658852431168,0.439374338468776
"PUS3",0.646915467743411,0.353084532256589,0.859134684490441,0.838756255961948,0.655873090543207
"STOML1",0.647078808786441,0.352921191213559,0.409103976374352,0.378323990225672,0.607373868046572
"ASAH1",0.647189880695702,0.352810119304298,0.612182628353392,0.777424961124832,0.897062474682138
"C19orf60",0.647235616187751,0.352764383812249,0.216446482940661,0.210716479151149,0.810308779907745
"PDE8A",0.647346688097012,0.352653311902988,0.743090673879807,0.949351209377083,0.102454035830491
"TRNP1",0.64739242358906,0.35260757641094,0.512328981927947,0.189776157434631,0.725874527944386
"KLHL35",0.647516562781763,0.352483437218237,0.574137232610713,0.783377108732866,0.368791406954408
"EPRS",0.647536163706927,0.352463836293073,0.659741006442171,0.166176643537575,0.590066251127053
"WLS",0.647594966482418,0.352405033517582,0.670384308806042,0.222829850902296,0.898375736668104
"CCDC85B",0.647666836541351,0.352333163458649,0.0674010479961321,0.91620604492532,0.862283899800071
"NKAIN4",0.647719105675121,0.352280894324879,0.209671096475754,0.706541482091288,0.0153605916865943
"STX7",0.647823643942661,0.352176356057339,0.664249219229814,0.379173363649431,0.813993753838514
"DTYMK",0.647902047643315,0.352097952356685,0.85196727952226,0.751545206267069,0.744946228128634
"PCSK1N",0.648006585910855,0.351993414089145,0.0457746938988853,0.723163066630078,0.520391495811936
"SNAPC5",0.648039254119461,0.351960745880539,0.875298914108746,0.813484129784259,0.45318645706744
"ZNF572",0.648065388686346,0.351934611313654,0.670456178864976,0.98156206306271,0.519803468057026
"DNAJC30",0.648078455969788,0.351921544030212,0.343800227370732,0.3652175049329,0.876729781645694
"MTURN",0.648150326028722,0.351849673971278,0.592477164922184,0.385929149189175,0.829837835012479
"NAT10",0.648241797012819,0.351758202987181,0.970859957923347,0.970840356998184,0.301129013289427
"ZNF83.1",0.648294066146589,0.351705933853411,0.549466201471376,0.741039110379343,0.377128333790688
"IQUB",0.64835286892208,0.35164713107792,0.38803951546513,0.130045604819214,0.174030080886485
"THSD7B",0.648398604414128,0.351601395585872,0.563448194754792,0.294876318162217,0.183209847504802
"RHBDD3",0.648437806264456,0.351562193735544,0.34913167901525,0.874782756412769,0.675898702418754
"ZNF850",0.64851620996511,0.35148379003489,0.619853123734107,0.200948684777921,0.261110457746939
"ACYP2",0.648575012740601,0.351424987259399,0.87441033883466,0.823193121381996,0.827903877062997
